total,hp,attack,defense,sp_attack,sp_defense,speed,generation,legendary,type1_Blastoise,type1_Bug,type1_Dark,type1_Dragon,type1_Electric,type1_Fairy,type1_Fighting,type1_Fire,type1_Flying,type1_Ghost,type1_Graass,type1_Grass,type1_Ground,type1_Ice,type1_Normal,type1_Poison,type1_Psychic,type1_Rock,type1_Steel,type1_Water,type2_Bug,type2_Dark,type2_Dragon,type2_Electric,type2_Fairy,type2_Fighting,type2_Fire,type2_Flying,type2_Ghost,type2_Grass,type2_Ground,type2_Ice,type2_None,type2_Normal,type2_Poison,type2_Psychic,type2_Rock,type2_Steel,type2_Water
0.3778947368421053,0.3031496062992126,0.42702702702702705,0.2979591836734694,0.5380434782608695,0.28260869565217395,0.4871794871794871,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.1463157894736842,0.16929133858267717,0.23243243243243245,0.2448979591836735,0.21739130434782608,0.19130434782608696,0.19487179487179487,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.24210526315789474,0.2283464566929134,0.31351351351351353,0.30612244897959184,0.29891304347826086,0.2608695652173913,0.2717948717948718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.37368421052631573,0.30708661417322836,0.42162162162162165,0.3877551020408163,0.4076086956521739,0.3695652173913044,0.37435897435897436,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.47894736842105257,0.30708661417322836,0.5297297297297299,0.46938775510204084,0.6793478260869564,0.41304347826086957,0.37435897435897436,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.37368421052631573,0.30708661417322836,0.42162162162162165,0.3877551020408163,0.4076086956521739,0.3695652173913044,0.37435897435897436,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.02105263157894738,0.1732283464566929,0.13513513513513514,0.12244897959183676,0.05434782608695652,0.0,0.20512820512820515,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.03157894736842107,0.19291338582677164,0.08108108108108109,0.20408163265306126,0.08152173913043478,0.021739130434782608,0.12820512820512822,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.23157894736842108,0.23228346456692914,0.21621621621621623,0.1836734693877551,0.43478260869565216,0.2608695652173913,0.3333333333333333,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.23157894736842108,0.23228346456692914,0.21621621621621623,0.1836734693877551,0.43478260869565216,0.2608695652173913,0.3333333333333333,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.02105263157894738,0.15354330708661418,0.16216216216216217,0.10204081632653061,0.05434782608695652,0.0,0.23076923076923075,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.03157894736842107,0.1732283464566929,0.10810810810810811,0.1836734693877551,0.08152173913043478,0.021739130434782608,0.15384615384615385,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.23157894736842108,0.25196850393700787,0.4594594594594595,0.14285714285714288,0.19021739130434784,0.2608695652173913,0.358974358974359,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.33684210526315783,0.25196850393700787,0.7837837837837838,0.14285714285714288,0.027173913043478264,0.2608695652173913,0.717948717948718,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.07999999999999999,0.15354330708661418,0.21621621621621623,0.14285714285714288,0.1358695652173913,0.06521739130434784,0.2615384615384615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.1831578947368421,0.2440944881889764,0.2972972972972973,0.20408163265306126,0.21739130434782608,0.13043478260869565,0.3384615384615384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.31999999999999995,0.3228346456692913,0.40540540540540543,0.2857142857142857,0.3260869565217391,0.2173913043478261,0.49230769230769234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.4252631578947368,0.3228346456692913,0.40540540540540543,0.30612244897959184,0.6793478260869564,0.2608695652173913,0.5948717948717949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.08210526315789476,0.11417322834645668,0.2756756756756757,0.12244897959183676,0.08152173913043478,0.06521739130434784,0.3435897435897436,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.08210526315789476,0.11417322834645668,0.2756756756756757,0.12244897959183676,0.08152173913043478,0.06521739130434784,0.3435897435897436,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2505263157894737,0.2125984251968504,0.41081081081081083,0.22448979591836737,0.21739130434782608,0.2173913043478261,0.4717948717948718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2505263157894737,0.29133858267716534,0.3567567567567568,0.2653061224489796,0.16304347826086957,0.2608695652173913,0.3692307692307692,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.09157894736842107,0.15354330708661418,0.2972972972972973,0.10204081632653061,0.1141304347826087,0.04782608695652174,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.28105263157894733,0.25196850393700787,0.4594594594594595,0.2448979591836735,0.2771739130434782,0.17826086956521742,0.4871794871794871,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.11894736842105261,0.13385826771653545,0.2972972972972973,0.15918367346938778,0.16304347826086957,0.14782608695652175,0.2564102564102564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2768421052631579,0.23228346456692914,0.43243243243243246,0.2612244897959184,0.29891304347826086,0.2565217391304348,0.3846153846153846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.15263157894736842,0.13385826771653545,0.2702702702702703,0.14285714285714288,0.21739130434782608,0.13043478260869565,0.4358974358974359,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.15263157894736842,0.13385826771653545,0.2702702702702703,0.14285714285714288,0.21739130434782608,0.13043478260869565,0.4358974358974359,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3263157894736842,0.23228346456692914,0.4594594594594595,0.20408163265306126,0.43478260869565216,0.2608695652173913,0.5384615384615384,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3263157894736842,0.23228346456692914,0.43243243243243246,0.1836734693877551,0.4619565217391304,0.28260869565217395,0.5384615384615384,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.13157894736842105,0.19291338582677164,0.3783783783783784,0.326530612244898,0.05434782608695652,0.043478260869565216,0.1794871794871795,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.13157894736842105,0.19291338582677164,0.3783783783783784,0.3469387755102041,0.0,0.06521739130434784,0.1794871794871795,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2894736842105263,0.29133858267716534,0.5135135135135136,0.4285714285714286,0.19021739130434784,0.15217391304347827,0.30769230769230765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2894736842105263,0.29133858267716534,0.5135135135135136,0.46938775510204084,0.08152173913043478,0.19565217391304346,0.30769230769230765,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.10526315789473686,0.2125984251968504,0.22702702702702704,0.19183673469387758,0.16304347826086957,0.08695652173913043,0.18461538461538463,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.19999999999999998,0.27165354330708663,0.3081081081081081,0.2530612244897959,0.24456521739130435,0.15217391304347827,0.2615384615384615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.34736842105263155,0.35039370078740156,0.4702702702702703,0.3346938775510204,0.35326086956521735,0.28260869565217395,0.3641025641025641,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.10315789473684209,0.17716535433070868,0.2810810810810811,0.14285714285714288,0.16304347826086957,0.08695652173913043,0.23076923076923075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.19999999999999998,0.23622047244094488,0.3621621621621622,0.2122448979591837,0.24456521739130435,0.15217391304347827,0.30769230769230765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.34736842105263155,0.31496062992125984,0.5243243243243243,0.2938775510204082,0.4076086956521739,0.2391304347826087,0.41025641025641024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.1557894736842105,0.27165354330708663,0.21621621621621623,0.17551020408163268,0.2717391304347826,0.19565217391304346,0.15384615384615385,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3242105263157894,0.3700787401574803,0.35135135135135137,0.27755102040816326,0.4619565217391304,0.30434782608695654,0.28205128205128205,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.13052631578947368,0.1456692913385827,0.1945945945945946,0.14285714285714288,0.21739130434782608,0.19565217391304346,0.30769230769230765,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.13052631578947368,0.1456692913385827,0.1945945945945946,0.14285714285714288,0.21739130434782608,0.19565217391304346,0.30769230769230765,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.34736842105263155,0.28346456692913385,0.3837837837837838,0.2857142857142857,0.3858695652173913,0.34782608695652173,0.4871794871794871,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.34736842105263155,0.28346456692913385,0.33513513513513515,0.2857142857142857,0.3858695652173913,0.34782608695652173,0.5333333333333333,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,0.44881889763779526,0.21621621621621623,0.06122448979591837,0.19021739130434784,0.021739130434782608,0.07692307692307693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.27368421052631575,0.547244094488189,0.35135135135135137,0.163265306122449,0.4076086956521739,0.13043478260869565,0.20512820512820515,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07368421052631577,0.15354330708661418,0.21621621621621623,0.12244897959183676,0.10869565217391305,0.08695652173913043,0.2564102564102564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.2947368421052632,0.29133858267716534,0.40540540540540543,0.2653061224489796,0.29891304347826086,0.2391304347826087,0.4358974358974359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.15263157894736842,0.1732283464566929,0.24324324324324326,0.20408163265306126,0.35326086956521735,0.19565217391304346,0.12820512820512822,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.23157894736842108,0.23228346456692914,0.32432432432432434,0.2653061224489796,0.4076086956521739,0.2391304347826087,0.1794871794871795,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.331578947368421,0.29133858267716534,0.40540540540540543,0.326530612244898,0.5434782608695652,0.30434782608695654,0.23076923076923075,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.11578947368421053,0.13385826771653545,0.35135135135135137,0.20408163265306126,0.19021739130434784,0.15217391304347827,0.10256410256410256,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.24210526315789474,0.23228346456692914,0.48648648648648657,0.30612244897959184,0.2717391304347826,0.2608695652173913,0.12820512820512822,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.1368421052631579,0.23228346456692914,0.2702702702702703,0.1836734693877551,0.16304347826086957,0.15217391304347827,0.20512820512820515,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2894736842105263,0.27165354330708663,0.32432432432432434,0.22448979591836737,0.43478260869565216,0.2391304347826087,0.4358974358974359,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.09473684210526315,0.03543307086614173,0.2702702702702703,0.0816326530612245,0.1358695652173913,0.10869565217391305,0.4615384615384615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.09473684210526315,0.03543307086614173,0.2702702702702703,0.10204081632653061,0.1358695652173913,0.10869565217391305,0.4358974358974359,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.24210526315789474,0.13385826771653545,0.40540540540540543,0.1836734693877551,0.21739130434782608,0.2173913043478261,0.5897435897435898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.26315789473684215,0.13385826771653545,0.5135135135135136,0.22448979591836737,0.21739130434782608,0.2173913043478261,0.5384615384615384,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.12105263157894738,0.15354330708661418,0.21621621621621623,0.12244897959183676,0.16304347826086957,0.08695652173913043,0.4358974358974359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.12105263157894738,0.15354330708661418,0.21621621621621623,0.12244897959183676,0.16304347826086957,0.08695652173913043,0.4358974358974359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.12105263157894738,0.15354330708661418,0.16216216216216217,0.12244897959183676,0.21739130434782608,0.08695652173913043,0.4358974358974359,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.12105263157894738,0.19291338582677164,0.32432432432432434,0.20408163265306126,0.16304347826086957,0.08695652173913043,0.1794871794871795,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2789473684210526,0.25196850393700787,0.35135135135135137,0.22448979591836737,0.29891304347826086,0.19565217391304346,0.5641025641025641,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2789473684210526,0.25196850393700787,0.2972972972972973,0.22448979591836737,0.35326086956521735,0.19565217391304346,0.5641025641025641,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.15263157894736842,0.19291338582677164,0.25405405405405407,0.17551020408163268,0.29891304347826086,0.13043478260869565,0.2564102564102564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3421052631578947,0.3110236220472441,0.41621621621621624,0.2979591836734694,0.4619565217391304,0.2608695652173913,0.41025641025641024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1368421052631579,0.15354330708661418,0.40540540540540543,0.12244897959183676,0.1358695652173913,0.10869565217391305,0.3333333333333333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2947368421052632,0.25196850393700787,0.5405405405405406,0.22448979591836737,0.2717391304347826,0.2173913043478261,0.4615384615384615,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.18421052631578946,0.2125984251968504,0.35135135135135137,0.163265306122449,0.3260869565217391,0.13043478260869565,0.28205128205128205,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.4,0.35039370078740156,0.5675675675675675,0.30612244897959184,0.48913043478260865,0.2608695652173913,0.4615384615384615,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.13157894736842105,0.15354330708661418,0.24324324324324326,0.14285714285714288,0.16304347826086957,0.08695652173913043,0.4358974358974359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.22105263157894736,0.25196850393700787,0.32432432432432434,0.2448979591836735,0.21739130434782608,0.13043478260869565,0.4358974358974359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3526315789473684,0.35039370078740156,0.48648648648648657,0.3673469387755102,0.3260869565217391,0.30434782608695654,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14210526315789476,0.09448818897637795,0.08108108108108109,0.04081632653061225,0.5163043478260869,0.15217391304347827,0.4358974358974359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.23684210526315788,0.15354330708661418,0.16216216216216217,0.10204081632653061,0.5978260869565217,0.2173913043478261,0.5128205128205128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3421052631578947,0.2125984251968504,0.24324324324324326,0.163265306122449,0.6793478260869564,0.32608695652173914,0.5897435897435898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.4368421052631578,0.2125984251968504,0.24324324324324326,0.2448979591836735,0.8967391304347826,0.32608695652173914,0.7435897435897436,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1368421052631579,0.27165354330708663,0.40540540540540543,0.1836734693877551,0.1358695652173913,0.06521739130434784,0.15384615384615385,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.24210526315789474,0.3110236220472441,0.5135135135135136,0.2653061224489796,0.21739130434782608,0.17391304347826086,0.20512820512820515,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
